uid,namedLocation,domainID,siteID,plotID,collectDate,processedDate,sampleMaterial,geneticSampleID,laboratoryName,dnaSampleID,dnaSampleCode,internalLabID,testProtocolVersion,nucleicAcidConcentration,inhibitorRemovalRequired,targetGene,targetTaxonGroup,meanCopyNumber,copyNumberStandardDeviation,processedBy,reviewedBy,remarks
"552279b0-d05a-45ef-b160-b841e19bd6d9","SERC_047.basePlot.bgc","D02","SERC","SERC_047","2017-10-30T18:25Z","2018-10-30","soil","SERC_047-M-5.5-12.5-20171030-GEN","Battelle Applied Genomics","SERC_047-M-5.5-12.5-20171030-GEN-DNA1",,"BMI_Plate43WellH8","BMI_qPCR_SOP_v6",16.0,"N","16S","bacteria and archaea",77998.4,2479.3,"EpO2CC/Vy5JdvrXMs+zWXQ==","RuY12me+ipXm0I2ck7Euxg==",
"ed15b57f-a9d1-4e5a-afa6-0ea8b526b01d","SERC_047.basePlot.bgc","D02","SERC","SERC_047","2017-10-30T18:25Z","2018-10-30","soil","SERC_047-M-5.5-12.5-20171030-GEN","Battelle Applied Genomics","SERC_047-M-5.5-12.5-20171030-GEN-DNA1",,"BMI_Plate43WellH8","BMI_qPCR_SOP_v6",16.0,"N","ITS","fungi",420.1,17.5,"EpO2CC/Vy5JdvrXMs+zWXQ==","RuY12me+ipXm0I2ck7Euxg==",
"4fde0604-7704-4c61-90f5-0b9f47f9a3ac","SERC_049.basePlot.bgc","D02","SERC","SERC_049","2017-10-30T18:54Z","2018-10-30","soil","SERC_049-M-16.5-9-20171030-GEN","Battelle Applied Genomics","SERC_049-M-16.5-9-20171030-GEN-DNA1",,"BMI_Plate43WellH9","BMI_qPCR_SOP_v6",13.0,"N","ITS","fungi",550.6,56.6,"EpO2CC/Vy5JdvrXMs+zWXQ==","RuY12me+ipXm0I2ck7Euxg==",
"0a61b55c-8606-468c-827b-d131d506c7a2","SERC_049.basePlot.bgc","D02","SERC","SERC_049","2017-10-30T18:54Z","2018-10-30","soil","SERC_049-M-16.5-9-20171030-GEN","Battelle Applied Genomics","SERC_049-M-16.5-9-20171030-GEN-DNA1",,"BMI_Plate43WellH9","BMI_qPCR_SOP_v6",13.0,"N","16S","bacteria and archaea",66824.0,2544.7,"EpO2CC/Vy5JdvrXMs+zWXQ==","RuY12me+ipXm0I2ck7Euxg==",
"344303fc-41f7-46de-84d0-17acfcde523c","SERC_049.basePlot.bgc","D02","SERC","SERC_049","2017-10-30T19:20Z","2018-04-19","soil","SERC_049-M-2-36.5-20171030-GEN","Battelle Applied Genomics","SERC_049-M-2-36.5-20171030-GEN-DNA1",,"BMI_Plate43WellH10","BMI_qPCR_SOP_v5",12.0,"N","ITS","fungi",48.0,1.8,"hZbYwvE98vAHHdGKcEzstQ==","hZbYwvE98vC74xef62GeRA==","1:10 dilution; included in calculations"
"c31f0d48-405f-41e1-8251-b829608a66f3","SERC_049.basePlot.bgc","D02","SERC","SERC_049","2017-10-30T19:20Z","2018-04-23","soil","SERC_049-M-2-36.5-20171030-GEN","Battelle Applied Genomics","SERC_049-M-2-36.5-20171030-GEN-DNA1",,"BMI_Plate43WellH10","BMI_qPCR_SOP_v5",12.0,"N","16S","bacteria and archaea",118298.8,28141.0,"hZbYwvE98vAHHdGKcEzstQ==","hZbYwvE98vC74xef62GeRA==","1:100 dilution; included in calculations"
"aed86ac6-295d-477d-98cc-f482a9c23a5d","SERC_049.basePlot.bgc","D02","SERC","SERC_049","2017-10-30T19:54Z","2018-04-19","soil","SERC_049-M-37-28.5-20171030-GEN","Battelle Applied Genomics","SERC_049-M-37-28.5-20171030-GEN-DNA1",,"BMI_Plate43WellH11","BMI_qPCR_SOP_v5",10.0,"N","ITS","fungi",57.1,4.4,"hZbYwvE98vAHHdGKcEzstQ==","hZbYwvE98vC74xef62GeRA==","1:10 dilution; included in calculations"
"6c6b59ec-6bf1-4ef6-a8e4-7aa3734351aa","SERC_049.basePlot.bgc","D02","SERC","SERC_049","2017-10-30T19:54Z","2018-04-23","soil","SERC_049-M-37-28.5-20171030-GEN","Battelle Applied Genomics","SERC_049-M-37-28.5-20171030-GEN-DNA1",,"BMI_Plate43WellH11","BMI_qPCR_SOP_v5",10.0,"N","16S","bacteria and archaea",48760.3,16702.6,"hZbYwvE98vAHHdGKcEzstQ==","hZbYwvE98vC74xef62GeRA==","1:100 dilution; included in calculations"
"8b7ddf2e-c2e4-4cc8-b01c-85d78ba46832","SERC_002.basePlot.bgc","D02","SERC","SERC_002","2017-10-30T21:00Z","2018-04-23","soil","SERC_002-M-35-20.5-20171030-GEN","Battelle Applied Genomics","SERC_002-M-35-20.5-20171030-GEN-DNA1",,"BMI_Plate43WellF10","BMI_qPCR_SOP_v5",5.2,"N","16S","bacteria and archaea",34860.7,2259.4,"hZbYwvE98vAHHdGKcEzstQ==","hZbYwvE98vC74xef62GeRA==","1:100 dilution; included in calculations"
"bb217414-d20c-4025-9930-b83c494dd9f9","SERC_002.basePlot.bgc","D02","SERC","SERC_002","2017-10-30T21:00Z","2018-04-19","soil","SERC_002-M-35-20.5-20171030-GEN","Battelle Applied Genomics","SERC_002-M-35-20.5-20171030-GEN-DNA1",,"BMI_Plate43WellF10","BMI_qPCR_SOP_v5",5.2,"N","ITS","fungi",69.1,7.5,"hZbYwvE98vAHHdGKcEzstQ==","hZbYwvE98vC74xef62GeRA==","1:10 dilution; included in calculations"
"7c9ad93b-d117-4319-830e-f12374c42577","SERC_002.basePlot.bgc","D02","SERC","SERC_002","2017-10-30T21:24Z","2018-10-30","soil","SERC_002-M-31.5-4-20171030-GEN","Battelle Applied Genomics","SERC_002-M-31.5-4-20171030-GEN-DNA1",,"BMI_Plate43WellF9","BMI_qPCR_SOP_v6",19.0,"N","16S","bacteria and archaea",36157.8,1800.3,"EpO2CC/Vy5JdvrXMs+zWXQ==","RuY12me+ipXm0I2ck7Euxg==",
"effb85aa-dc20-4447-9674-968338dfaf1f","SERC_002.basePlot.bgc","D02","SERC","SERC_002","2017-10-30T21:24Z","2018-10-30","soil","SERC_002-M-31.5-4-20171030-GEN","Battelle Applied Genomics","SERC_002-M-31.5-4-20171030-GEN-DNA1",,"BMI_Plate43WellF9","BMI_qPCR_SOP_v6",19.0,"N","ITS","fungi",347.6,9.0,"EpO2CC/Vy5JdvrXMs+zWXQ==","RuY12me+ipXm0I2ck7Euxg==",
"081e4580-a52a-4a74-aae4-179affe53353","SERC_002.basePlot.bgc","D02","SERC","SERC_002","2017-10-30T21:41Z","2018-04-19","soil","SERC_002-M-8.5-5-20171030-GEN","Battelle Applied Genomics","SERC_002-M-8.5-5-20171030-GEN-DNA1",,"BMI_Plate43WellF11","BMI_qPCR_SOP_v5",12.0,"N","ITS","fungi",38.3,0.7,"hZbYwvE98vAHHdGKcEzstQ==","hZbYwvE98vC74xef62GeRA==","1:10 dilution; included in calculations"
"a2b0abe5-3d1d-4f50-bffb-e28ffef254af","SERC_002.basePlot.bgc","D02","SERC","SERC_002","2017-10-30T21:41Z","2018-04-23","soil","SERC_002-M-8.5-5-20171030-GEN","Battelle Applied Genomics","SERC_002-M-8.5-5-20171030-GEN-DNA1",,"BMI_Plate43WellF11","BMI_qPCR_SOP_v5",12.0,"N","16S","bacteria and archaea",23688.1,5631.1,"hZbYwvE98vAHHdGKcEzstQ==","hZbYwvE98vC74xef62GeRA==","1:100 dilution; included in calculations"
"40890bae-0422-476a-ab85-545042c58314","SERC_003.basePlot.bgc","D02","SERC","SERC_003","2017-10-31T12:48Z","2018-04-19","soil","SERC_003-M-0-5-20171031-GEN","Battelle Applied Genomics","SERC_003-M-0-5-20171031-GEN-DNA1",,"BMI_Plate43WellF12","BMI_qPCR_SOP_v5",8.4,"N","ITS","fungi",22.4,2.5,"hZbYwvE98vAHHdGKcEzstQ==","hZbYwvE98vC74xef62GeRA==","1:10 dilution; included in calculations"
"51f24f0e-34a6-4846-96cc-21f48a84ae59","SERC_003.basePlot.bgc","D02","SERC","SERC_003","2017-10-31T12:48Z","2018-04-23","soil","SERC_003-M-0-5-20171031-GEN","Battelle Applied Genomics","SERC_003-M-0-5-20171031-GEN-DNA1",,"BMI_Plate43WellF12","BMI_qPCR_SOP_v5",8.4,"N","16S","bacteria and archaea",26056.2,2643.6,"hZbYwvE98vAHHdGKcEzstQ==","hZbYwvE98vC74xef62GeRA==","1:100 dilution; included in calculations"
"75ca6dd8-28f4-43b6-932a-62a5747dac6d","SERC_003.basePlot.bgc","D02","SERC","SERC_003","2017-10-31T13:10Z","2018-04-18","soil","SERC_003-M-34-1-20171031-GEN","Battelle Applied Genomics","SERC_003-M-34-1-20171031-GEN-DNA1",,"BMI_Plate43WellG2","BMI_qPCR_SOP_v5",2.9,"N","16S","bacteria and archaea",34744.3,12232.2,"lB45gbSpt1qxKi2ug6CZBw==","RuY12me+ipXm0I2ck7Euxg==","1:100 dilution; included in calculations"
"a049e06a-5669-4b73-9458-4a02e8447ad7","SERC_003.basePlot.bgc","D02","SERC","SERC_003","2017-10-31T13:10Z","2018-04-23","soil","SERC_003-M-34-1-20171031-GEN","Battelle Applied Genomics","SERC_003-M-34-1-20171031-GEN-DNA1",,"BMI_Plate43WellG2","BMI_qPCR_SOP_v5",2.9,"N","ITS","fungi",35.8,1.6,"hZbYwvE98vAHHdGKcEzstQ==","hZbYwvE98vC74xef62GeRA==","1:10 dilution; included in calculations"
"575b9109-42bb-4861-8d55-0397cb8ee558","SERC_003.basePlot.bgc","D02","SERC","SERC_003","2017-10-31T13:30Z","2018-04-18","soil","SERC_003-M-32-38-20171031-GEN","Battelle Applied Genomics","SERC_003-M-32-38-20171031-GEN-DNA1",,"BMI_Plate43WellG1","BMI_qPCR_SOP_v5",8.4,"N","16S","bacteria and archaea",51744.4,1239.9,"lB45gbSpt1qxKi2ug6CZBw==","RuY12me+ipXm0I2ck7Euxg==","1:100 dilution; included in calculations"
"9c6248b0-5652-4e99-affc-96a2ca95758f","SERC_003.basePlot.bgc","D02","SERC","SERC_003","2017-10-31T13:30Z","2018-04-23","soil","SERC_003-M-32-38-20171031-GEN","Battelle Applied Genomics","SERC_003-M-32-38-20171031-GEN-DNA1",,"BMI_Plate43WellG1","BMI_qPCR_SOP_v5",8.4,"N","ITS","fungi",3.3,0.6,"hZbYwvE98vAHHdGKcEzstQ==","hZbYwvE98vC74xef62GeRA==","1:10 dilution; included in calculations"
"a89d0e07-697f-4ced-8923-923ee1b94b9e","SERC_005.basePlot.bgc","D02","SERC","SERC_005","2017-10-31T14:23Z","2018-04-18","soil","SERC_005-M-13.5-39-20171031-GEN","Battelle Applied Genomics","SERC_005-M-13.5-39-20171031-GEN-DNA1",,"BMI_Plate43WellG6","BMI_qPCR_SOP_v5",6.4,"N","ITS","fungi",22.8,1.4,"hZbYwvE98vAHHdGKcEzstQ==","hZbYwvE98vC74xef62GeRA==","1:10 dilution; included in calculations"
"2d958d82-c10e-4b93-9920-e64e4dbc5670","SERC_005.basePlot.bgc","D02","SERC","SERC_005","2017-10-31T14:23Z","2018-04-18","soil","SERC_005-M-13.5-39-20171031-GEN","Battelle Applied Genomics","SERC_005-M-13.5-39-20171031-GEN-DNA1",,"BMI_Plate43WellG6","BMI_qPCR_SOP_v5",6.4,"N","16S","bacteria and archaea",32868.9,6398.6,"hZbYwvE98vAHHdGKcEzstQ==","hZbYwvE98vC74xef62GeRA==","1:100 dilution; included in calculations"
"55b8c86c-5f21-4499-9ec2-ac2e23f34b5c","SERC_005.basePlot.bgc","D02","SERC","SERC_005","2017-10-31T14:44Z","2018-10-30","soil","SERC_005-M-34.5-28.5-20171031-GEN","Battelle Applied Genomics","SERC_005-M-34.5-28.5-20171031-GEN-DNA1",,"BMI_Plate43WellG8","BMI_qPCR_SOP_v6",7.1,"N","ITS","fungi",536.7,65.0,"EpO2CC/Vy5JdvrXMs+zWXQ==","RuY12me+ipXm0I2ck7Euxg==",
"65c5e02f-a33f-42a3-b729-1b2924b117f5","SERC_005.basePlot.bgc","D02","SERC","SERC_005","2017-10-31T14:44Z","2018-10-30","soil","SERC_005-M-34.5-28.5-20171031-GEN","Battelle Applied Genomics","SERC_005-M-34.5-28.5-20171031-GEN-DNA1",,"BMI_Plate43WellG8","BMI_qPCR_SOP_v6",7.1,"N","16S","bacteria and archaea",93437.4,7510.8,"EpO2CC/Vy5JdvrXMs+zWXQ==","RuY12me+ipXm0I2ck7Euxg==",
"8ba337aa-2a65-487d-a9bc-680331b577a4","SERC_005.basePlot.bgc","D02","SERC","SERC_005","2017-10-31T15:06Z","2018-10-30","soil","SERC_005-M-30-15.5-20171031-GEN","Battelle Applied Genomics","SERC_005-M-30-15.5-20171031-GEN-DNA1",,"BMI_Plate43WellG7","BMI_qPCR_SOP_v6",10.0,"N","16S","bacteria and archaea",101435.7,16011.1,"EpO2CC/Vy5JdvrXMs+zWXQ==","RuY12me+ipXm0I2ck7Euxg==",
"5227f1a5-0630-4201-ab24-647dea6a8515","SERC_005.basePlot.bgc","D02","SERC","SERC_005","2017-10-31T15:06Z","2018-10-30","soil","SERC_005-M-30-15.5-20171031-GEN","Battelle Applied Genomics","SERC_005-M-30-15.5-20171031-GEN-DNA1",,"BMI_Plate43WellG7","BMI_qPCR_SOP_v6",10.0,"N","ITS","fungi",858.8,49.2,"EpO2CC/Vy5JdvrXMs+zWXQ==","RuY12me+ipXm0I2ck7Euxg==",
"83a64761-00b4-485c-a9a2-9f1b81b45090","SERC_045.basePlot.bgc","D02","SERC","SERC_045","2017-10-31T16:32Z","2018-04-23","soil","SERC_045-M-0-11-20171031-GEN","Battelle Applied Genomics","SERC_045-M-0-11-20171031-GEN-DNA1",,"BMI_Plate43WellH3","BMI_qPCR_SOP_v5",12.0,"N","ITS","fungi",38.5,0.6,"hZbYwvE98vAHHdGKcEzstQ==","hZbYwvE98vC74xef62GeRA==","1:10 dilution; included in calculations"
"4e55c4ef-f95f-463d-b167-55e6bb014bb4","SERC_045.basePlot.bgc","D02","SERC","SERC_045","2017-10-31T16:32Z","2018-04-18","soil","SERC_045-M-0-11-20171031-GEN","Battelle Applied Genomics","SERC_045-M-0-11-20171031-GEN-DNA1",,"BMI_Plate43WellH3","BMI_qPCR_SOP_v5",12.0,"N","16S","bacteria and archaea",61275.2,2915.4,"lB45gbSpt1qxKi2ug6CZBw==","RuY12me+ipXm0I2ck7Euxg==","1:100 dilution; included in calculations"
"4ef9536a-eaa1-44f4-a2e0-94289b012b61","SERC_045.basePlot.bgc","D02","SERC","SERC_045","2017-10-31T16:50Z","2018-04-18","soil","SERC_045-M-36-8.5-20171031-GEN","Battelle Applied Genomics","SERC_045-M-36-8.5-20171031-GEN-DNA1",,"BMI_Plate43WellH5","BMI_qPCR_SOP_v5",10.0,"N","16S","bacteria and archaea",65874.2,8727.7,"hZbYwvE98vAHHdGKcEzstQ==","hZbYwvE98vC74xef62GeRA==","1:100 dilution; included in calculations"
"0249c1a4-38fa-4ade-9030-f083b3c02508","SERC_045.basePlot.bgc","D02","SERC","SERC_045","2017-10-31T16:50Z","2018-04-18","soil","SERC_045-M-36-8.5-20171031-GEN","Battelle Applied Genomics","SERC_045-M-36-8.5-20171031-GEN-DNA1",,"BMI_Plate43WellH5","BMI_qPCR_SOP_v5",10.0,"N","ITS","fungi",73.1,2.9,"hZbYwvE98vAHHdGKcEzstQ==","hZbYwvE98vC74xef62GeRA==","1:10 dilution; included in calculations"
"33c356e8-e09f-4e2a-bf61-27cf470c0937","SERC_045.basePlot.bgc","D02","SERC","SERC_045","2017-10-31T17:07Z","2018-04-18","soil","SERC_045-M-25-35-20171031-GEN","Battelle Applied Genomics","SERC_045-M-25-35-20171031-GEN-DNA1",,"BMI_Plate43WellH4","BMI_qPCR_SOP_v5",10.0,"N","ITS","fungi",51.0,5.3,"hZbYwvE98vAHHdGKcEzstQ==","hZbYwvE98vC74xef62GeRA==","1:10 dilution; included in calculations"
"d1df6bab-3963-4700-a9a1-d526f196ed4e","SERC_045.basePlot.bgc","D02","SERC","SERC_045","2017-10-31T17:07Z","2018-04-18","soil","SERC_045-M-25-35-20171031-GEN","Battelle Applied Genomics","SERC_045-M-25-35-20171031-GEN-DNA1",,"BMI_Plate43WellH4","BMI_qPCR_SOP_v5",10.0,"N","16S","bacteria and archaea",89029.8,10814.4,"hZbYwvE98vAHHdGKcEzstQ==","hZbYwvE98vC74xef62GeRA==","1:100 dilution; included in calculations"
"77340a49-e980-474c-9f47-6b64db7d206f","SERC_004.basePlot.bgc","D02","SERC","SERC_004","2017-10-31T17:58Z","2018-04-18","soil","SERC_004-M-33-34-20171031-GEN","Battelle Applied Genomics","SERC_004-M-33-34-20171031-GEN-DNA1",,"BMI_Plate43WellG4","BMI_qPCR_SOP_v5",19.0,"N","16S","bacteria and archaea",45359.9,4338.3,"hZbYwvE98vAHHdGKcEzstQ==","hZbYwvE98vC74xef62GeRA==","1:100 dilution; included in calculations"
"1040c538-dc7d-44a6-9647-987bce935478","SERC_004.basePlot.bgc","D02","SERC","SERC_004","2017-10-31T17:58Z","2018-04-18","soil","SERC_004-M-33-34-20171031-GEN","Battelle Applied Genomics","SERC_004-M-33-34-20171031-GEN-DNA1",,"BMI_Plate43WellG4","BMI_qPCR_SOP_v5",19.0,"N","ITS","fungi",26.8,2.4,"hZbYwvE98vAHHdGKcEzstQ==","hZbYwvE98vC74xef62GeRA==","1:10 dilution; included in calculations"
"b8bfddb0-2cf4-4959-a768-fb075c3e37f4","SERC_004.basePlot.bgc","D02","SERC","SERC_004","2017-10-31T18:20Z","2018-04-18","soil","SERC_004-M-7-32-20171031-GEN","Battelle Applied Genomics","SERC_004-M-7-32-20171031-GEN-DNA1",,"BMI_Plate43WellG5","BMI_qPCR_SOP_v5",4.5,"N","16S","bacteria and archaea",60520.5,15061.9,"hZbYwvE98vAHHdGKcEzstQ==","hZbYwvE98vC74xef62GeRA==","1:100 dilution; included in calculations"
"3953097b-0a34-4c4e-bc3a-911e32999ec5","SERC_004.basePlot.bgc","D02","SERC","SERC_004","2017-10-31T18:20Z","2018-04-18","soil","SERC_004-M-7-32-20171031-GEN","Battelle Applied Genomics","SERC_004-M-7-32-20171031-GEN-DNA1",,"BMI_Plate43WellG5","BMI_qPCR_SOP_v5",4.5,"N","ITS","fungi",36.9,0.3,"hZbYwvE98vAHHdGKcEzstQ==","hZbYwvE98vC74xef62GeRA==","1:10 dilution; included in calculations"
"b5a7ca9a-4641-43c8-9dfa-8e4ca2bab052","SERC_004.basePlot.bgc","D02","SERC","SERC_004","2017-10-31T18:37Z","2018-04-23","soil","SERC_004-M-30-9-20171031-GEN","Battelle Applied Genomics","SERC_004-M-30-9-20171031-GEN-DNA1",,"BMI_Plate43WellG3","BMI_qPCR_SOP_v5",9.9,"N","ITS","fungi",42.3,9.0,"hZbYwvE98vAHHdGKcEzstQ==","hZbYwvE98vC74xef62GeRA==","1:10 dilution; included in calculations"
"61422036-1e0d-486d-bfa9-b96fff31d6df","SERC_004.basePlot.bgc","D02","SERC","SERC_004","2017-10-31T18:37Z","2018-04-18","soil","SERC_004-M-30-9-20171031-GEN","Battelle Applied Genomics","SERC_004-M-30-9-20171031-GEN-DNA1",,"BMI_Plate43WellG3","BMI_qPCR_SOP_v5",9.9,"N","16S","bacteria and archaea",45872.2,1964.9,"lB45gbSpt1qxKi2ug6CZBw==","RuY12me+ipXm0I2ck7Euxg==","1:100 dilution; included in calculations"
"22391284-f656-4059-aeec-fd3ac38759a7","SERC_001.basePlot.bgc","D02","SERC","SERC_001","2017-10-31T19:23Z","2018-10-30","soil","SERC_001-M-27.5-37-20171031-GEN","Battelle Applied Genomics","SERC_001-M-27.5-37-20171031-GEN-DNA1",,"BMI_Plate43WellF8","BMI_qPCR_SOP_v6",20.0,"N","ITS","fungi",220.4,14.1,"EpO2CC/Vy5JdvrXMs+zWXQ==","RuY12me+ipXm0I2ck7Euxg==",
"d567ec2b-d4f3-4cf4-91a3-e9a1e2a0d2b8","SERC_001.basePlot.bgc","D02","SERC","SERC_001","2017-10-31T19:43Z","2018-10-30","soil","SERC_001-M-20-2.5-20171031-GEN","Battelle Applied Genomics","SERC_001-M-20-2.5-20171031-GEN-DNA1",,"BMI_Plate43WellF7","BMI_qPCR_SOP_v6",26.0,"N","16S","bacteria and archaea",23783.7,5221.6,"EpO2CC/Vy5JdvrXMs+zWXQ==","RuY12me+ipXm0I2ck7Euxg==",
"c3f34674-3be5-4edf-8470-700d313a9ef7","SERC_001.basePlot.bgc","D02","SERC","SERC_001","2017-10-31T19:43Z","2018-10-30","soil","SERC_001-M-20-2.5-20171031-GEN","Battelle Applied Genomics","SERC_001-M-20-2.5-20171031-GEN-DNA1",,"BMI_Plate43WellF7","BMI_qPCR_SOP_v6",26.0,"N","ITS","fungi",167.6,9.3,"EpO2CC/Vy5JdvrXMs+zWXQ==","RuY12me+ipXm0I2ck7Euxg==",
"e018ff5e-b4a5-4c7c-af3d-edf78d5db471","SERC_001.basePlot.bgc","D02","SERC","SERC_001","2017-10-31T19:58Z","2018-04-18","soil","SERC_001-M-0.5-7.5-20171031-GEN","Battelle Applied Genomics","SERC_001-M-0.5-7.5-20171031-GEN-DNA1",,"BMI_Plate43WellF6","BMI_qPCR_SOP_v5",20.0,"N","16S","bacteria and archaea",49527.2,7526.0,"hZbYwvE98vAHHdGKcEzstQ==","hZbYwvE98vC74xef62GeRA==","1:100 dilution; included in calculations"
"abf1e90f-b12e-47bb-b4ea-61a82d1d6253","SERC_001.basePlot.bgc","D02","SERC","SERC_001","2017-10-31T19:58Z","2018-04-18","soil","SERC_001-M-0.5-7.5-20171031-GEN","Battelle Applied Genomics","SERC_001-M-0.5-7.5-20171031-GEN-DNA1",,"BMI_Plate43WellF6","BMI_qPCR_SOP_v5",20.0,"N","ITS","fungi",45.0,3.2,"hZbYwvE98vAHHdGKcEzstQ==","hZbYwvE98vC74xef62GeRA==","1:10 dilution; included in calculations"
"1891d63f-6665-4a21-8b4a-50f4680d383f","SERC_007.basePlot.bgc","D02","SERC","SERC_007","2017-10-31T20:51Z","2018-04-19","soil","SERC_007-M-34.5-30-20171031-GEN","Battelle Applied Genomics","SERC_007-M-34.5-30-20171031-GEN-DNA1",,"BMI_Plate43WellG10","BMI_qPCR_SOP_v5",5.7,"N","ITS","fungi",9.4,1.5,"hZbYwvE98vAHHdGKcEzstQ==","hZbYwvE98vC74xef62GeRA==","1:10 dilution; included in calculations"
