uid,namedLocation,domainID,siteID,plotID,collectDate,processedDate,sampleMaterial,geneticSampleID,laboratoryName,dnaSampleID,dnaSampleCode,internalLabID,testProtocolVersion,nucleicAcidConcentration,inhibitorRemovalRequired,targetGene,targetTaxonGroup,meanCopyNumber,copyNumberStandardDeviation,processedBy,reviewedBy,remarks
"9fabb7c3-672c-47b1-9141-a8dac136b280","SJER_045.basePlot.bgc","D17","SJER","SJER_045","2017-10-25T18:48Z","2018-04-19","soil","SJER_045-M-8-18-20171025-GEN","Battelle Applied Genomics","SJER_045-M-8-18-20171025-GEN-DNA1",,"BMI_Plate43WellC12","BMI_qPCR_SOP_v5",11.0,"N","ITS","fungi",82.0,6.2,"hZbYwvE98vAHHdGKcEzstQ==","hZbYwvE98vC74xef62GeRA==","1:10 dilution; included in calculations"
"2bf42113-bfee-4d84-8966-586fad8b4567","SJER_045.basePlot.bgc","D17","SJER","SJER_045","2017-10-25T18:48Z","2018-04-23","soil","SJER_045-M-8-18-20171025-GEN","Battelle Applied Genomics","SJER_045-M-8-18-20171025-GEN-DNA1",,"BMI_Plate43WellC12","BMI_qPCR_SOP_v5",11.0,"N","16S","bacteria and archaea",22003.6,7624.9,"hZbYwvE98vAHHdGKcEzstQ==","hZbYwvE98vC74xef62GeRA==","1:100 dilution; included in calculations"
"db521103-4c60-4b74-8b7a-06720ac50103","SJER_046.basePlot.bgc","D17","SJER","SJER_046","2017-10-25T20:11Z","2018-04-18","soil","SJER_046-M-34.5-14.5-20171025-GEN","Battelle Applied Genomics","SJER_046-M-34.5-14.5-20171025-GEN-DNA1",,"BMI_Plate43WellD4","BMI_qPCR_SOP_v5",28.0,"N","16S","bacteria and archaea",28810.4,2736.4,"hZbYwvE98vAHHdGKcEzstQ==","hZbYwvE98vC74xef62GeRA==","1:100 dilution; included in calculations"
"4a7ab821-323a-4c28-a8f7-4979859ed804","SJER_046.basePlot.bgc","D17","SJER","SJER_046","2017-10-25T20:41Z","2018-04-18","soil","SJER_046-M-36.5-31.5-20171025-GEN","Battelle Applied Genomics","SJER_046-M-36.5-31.5-20171025-GEN-DNA1",,"BMI_Plate43WellD5","BMI_qPCR_SOP_v5",21.0,"N","ITS","fungi",18.5,0.2,"hZbYwvE98vAHHdGKcEzstQ==","hZbYwvE98vC74xef62GeRA==","1:10 dilution; included in calculations"
"818ec97a-2db1-44b7-8f94-27f158ec154b","SJER_046.basePlot.bgc","D17","SJER","SJER_046","2017-10-25T20:41Z","2018-04-18","soil","SJER_046-M-36.5-31.5-20171025-GEN","Battelle Applied Genomics","SJER_046-M-36.5-31.5-20171025-GEN-DNA1",,"BMI_Plate43WellD5","BMI_qPCR_SOP_v5",21.0,"N","16S","bacteria and archaea",36526.1,2369.4,"hZbYwvE98vAHHdGKcEzstQ==","hZbYwvE98vC74xef62GeRA==","1:100 dilution; included in calculations"
"e9bde995-b14d-4fb5-94da-fdde812c7e14","SJER_046.basePlot.bgc","D17","SJER","SJER_046","2017-10-25T21:27Z","2018-04-09","soil","SJER_046-M-11.5-7-20171025-GEN","Battelle Applied Genomics","SJER_046-M-11.5-7-20171025-GEN-DNA1",,"BMI_Plate44WellA5","BMI_qPCR_SOP_v5",14.0,"N","ITS","fungi",53.1,1.6,"rxnG2CiGqmtYqeBJ4Jfpxg==","hZbYwvE98vC74xef62GeRA==","1:10 dilution; included in calculations"
"bceaa73f-55fe-4df6-8457-2daf66cf991b","SJER_046.basePlot.bgc","D17","SJER","SJER_046","2017-10-25T21:27Z","2018-04-05","soil","SJER_046-M-11.5-7-20171025-GEN","Battelle Applied Genomics","SJER_046-M-11.5-7-20171025-GEN-DNA1",,"BMI_Plate44WellA5","BMI_qPCR_SOP_v5",14.0,"N","16S","bacteria and archaea",69869.1,13065.5,"hZbYwvE98vDB30PPa3pXrw==","hZbYwvE98vC74xef62GeRA==","1:100 dilution; included in calculations"
"c09a4bc5-be09-4f19-b526-d312c60ee6c4","SJER_003.basePlot.bgc","D17","SJER","SJER_003","2017-10-26T16:06Z","2018-04-23","soil","SJER_003-M-8.5-11.5-20171026-GEN","Battelle Applied Genomics","SJER_003-M-8.5-11.5-20171026-GEN-DNA1",,"BMI_Plate43WellB1","BMI_qPCR_SOP_v5",6.7,"N","ITS","fungi",236.4,7.0,"hZbYwvE98vAHHdGKcEzstQ==","hZbYwvE98vC74xef62GeRA==","1:10 dilution; included in calculations"
"fa66ca26-0436-4821-959f-7750eef5ce1e","SJER_003.basePlot.bgc","D17","SJER","SJER_003","2017-10-26T16:06Z","2018-04-18","soil","SJER_003-M-8.5-11.5-20171026-GEN","Battelle Applied Genomics","SJER_003-M-8.5-11.5-20171026-GEN-DNA1",,"BMI_Plate43WellB1","BMI_qPCR_SOP_v5",6.7,"N","16S","bacteria and archaea",383888.0,122718.5,"lB45gbSpt1qxKi2ug6CZBw==","RuY12me+ipXm0I2ck7Euxg==","1:100 dilution; included in calculations"
"4b26195a-d099-4733-b7c8-9a088c7d8aff","SJER_003.basePlot.bgc","D17","SJER","SJER_003","2017-10-26T16:39Z","2018-04-09","soil","SJER_003-M-20-35-20171026-GEN","Battelle Applied Genomics","SJER_003-M-20-35-20171026-GEN-DNA1",,"BMI_Plate44WellA4","BMI_qPCR_SOP_v5",6.5,"N","ITS","fungi",49.3,6.2,"rxnG2CiGqmtYqeBJ4Jfpxg==","hZbYwvE98vC74xef62GeRA==","1:10 dilution; included in calculations"
"54d78c87-d914-4c31-b5ae-9465a78046d9","SJER_003.basePlot.bgc","D17","SJER","SJER_003","2017-10-26T16:39Z","2018-04-05","soil","SJER_003-M-20-35-20171026-GEN","Battelle Applied Genomics","SJER_003-M-20-35-20171026-GEN-DNA1",,"BMI_Plate44WellA4","BMI_qPCR_SOP_v5",6.5,"N","16S","bacteria and archaea",69496.6,11959.3,"hZbYwvE98vDB30PPa3pXrw==","hZbYwvE98vC74xef62GeRA==","1:100 dilution; included in calculations"
"da0126bf-d292-4076-be7d-fb9b308b11df","SJER_003.basePlot.bgc","D17","SJER","SJER_003","2017-10-26T16:53Z","2018-04-19","soil","SJER_003-M-4.5-20.5-20171026-GEN","Battelle Applied Genomics","SJER_003-M-4.5-20.5-20171026-GEN-DNA1",,"BMI_Plate43WellB12","BMI_qPCR_SOP_v5",12.0,"N","ITS","fungi",43.8,4.2,"hZbYwvE98vAHHdGKcEzstQ==","hZbYwvE98vC74xef62GeRA==","1:10 dilution; included in calculations"
"4d7b76e3-29de-4e43-9019-82a4b6d4276f","SJER_003.basePlot.bgc","D17","SJER","SJER_003","2017-10-26T16:53Z","2018-04-23","soil","SJER_003-M-4.5-20.5-20171026-GEN","Battelle Applied Genomics","SJER_003-M-4.5-20.5-20171026-GEN-DNA1",,"BMI_Plate43WellB12","BMI_qPCR_SOP_v5",12.0,"N","16S","bacteria and archaea",68593.9,2463.8,"hZbYwvE98vAHHdGKcEzstQ==","hZbYwvE98vC74xef62GeRA==","1:100 dilution; included in calculations"
"0ea4543a-dce8-4873-92d1-d0346c2717b0","SJER_047.basePlot.bgc","D17","SJER","SJER_047","2017-10-26T18:27Z","2018-04-23","soil","SJER_047-M-8-11-20171026-GEN","Battelle Applied Genomics","SJER_047-M-8-11-20171026-GEN-DNA1",,"BMI_Plate43WellD10","BMI_qPCR_SOP_v5",6.1,"N","16S","bacteria and archaea",77891.2,5418.2,"hZbYwvE98vAHHdGKcEzstQ==","hZbYwvE98vC74xef62GeRA==","1:100 dilution; included in calculations"
"3c635ec2-2552-44b0-8a26-84bec64bbf3c","SJER_047.basePlot.bgc","D17","SJER","SJER_047","2017-10-26T18:27Z","2018-04-19","soil","SJER_047-M-8-11-20171026-GEN","Battelle Applied Genomics","SJER_047-M-8-11-20171026-GEN-DNA1",,"BMI_Plate43WellD10","BMI_qPCR_SOP_v5",6.1,"N","ITS","fungi",103.8,17.3,"hZbYwvE98vAHHdGKcEzstQ==","hZbYwvE98vC74xef62GeRA==","1:10 dilution; included in calculations"
"d5bac558-e428-424a-a151-0b0633fbcd77","SJER_047.basePlot.bgc","D17","SJER","SJER_047","2017-10-26T18:58Z","2018-04-18","soil","SJER_047-M-20.5-8.5-20171026-GEN","Battelle Applied Genomics","SJER_047-M-20.5-8.5-20171026-GEN-DNA1",,"BMI_Plate43WellD6","BMI_qPCR_SOP_v5",9.2,"N","ITS","fungi",46.1,4.5,"hZbYwvE98vAHHdGKcEzstQ==","hZbYwvE98vC74xef62GeRA==","1:10 dilution; included in calculations"
"fc9bf782-3c98-4b50-a83a-1337d3c9ae2c","SJER_047.basePlot.bgc","D17","SJER","SJER_047","2017-10-26T18:58Z","2018-04-18","soil","SJER_047-M-20.5-8.5-20171026-GEN","Battelle Applied Genomics","SJER_047-M-20.5-8.5-20171026-GEN-DNA1",,"BMI_Plate43WellD6","BMI_qPCR_SOP_v5",9.2,"N","16S","bacteria and archaea",76737.2,4444.6,"hZbYwvE98vAHHdGKcEzstQ==","hZbYwvE98vC74xef62GeRA==","1:100 dilution; included in calculations"
"d88ebe52-068b-4b51-be70-950ec51fc88f","SJER_047.basePlot.bgc","D17","SJER","SJER_047","2017-10-26T19:19Z","2018-10-30","soil","SJER_047-M-29.5-38-20171026-GEN","Battelle Applied Genomics","SJER_047-M-29.5-38-20171026-GEN-DNA1",,"BMI_Plate43WellD8","BMI_qPCR_SOP_v6",15.0,"N","ITS","fungi",432.5,48.1,"EpO2CC/Vy5JdvrXMs+zWXQ==","RuY12me+ipXm0I2ck7Euxg==",
"aa0b012a-6ff3-4b6b-b17c-a8661822d4f1","SJER_047.basePlot.bgc","D17","SJER","SJER_047","2017-10-26T19:19Z","2018-10-30","soil","SJER_047-M-29.5-38-20171026-GEN","Battelle Applied Genomics","SJER_047-M-29.5-38-20171026-GEN-DNA1",,"BMI_Plate43WellD8","BMI_qPCR_SOP_v6",15.0,"N","16S","bacteria and archaea",74247.1,2617.6,"EpO2CC/Vy5JdvrXMs+zWXQ==","RuY12me+ipXm0I2ck7Euxg==",
"0e035bd8-8a75-45af-9c23-e8d9469c5050","SJER_001.basePlot.bgc","D17","SJER","SJER_001","2017-10-30T16:15Z","2018-04-18","soil","SJER_001-M-2.5-22.5-20171030-GEN","Battelle Applied Genomics","SJER_001-M-2.5-22.5-20171030-GEN-DNA1",,"BMI_Plate43WellB6","BMI_qPCR_SOP_v5",6.9,"N","16S","bacteria and archaea",70834.3,11319.5,"hZbYwvE98vAHHdGKcEzstQ==","hZbYwvE98vC74xef62GeRA==","1:100 dilution; included in calculations"
"067c19f4-b5f2-4b3a-8f14-0bc0bbfe6d80","SJER_001.basePlot.bgc","D17","SJER","SJER_001","2017-10-30T16:15Z","2018-04-18","soil","SJER_001-M-2.5-22.5-20171030-GEN","Battelle Applied Genomics","SJER_001-M-2.5-22.5-20171030-GEN-DNA1",,"BMI_Plate43WellB6","BMI_qPCR_SOP_v5",6.9,"N","ITS","fungi",80.1,5.7,"hZbYwvE98vAHHdGKcEzstQ==","hZbYwvE98vC74xef62GeRA==","1:10 dilution; included in calculations"
"ac2d9cdc-44af-463b-8f70-04c2ee882320","SJER_001.basePlot.bgc","D17","SJER","SJER_001","2017-10-30T16:41Z","2018-10-30","soil","SJER_001-M-27-7-20171030-GEN","Battelle Applied Genomics","SJER_001-M-27-7-20171030-GEN-DNA1",,"BMI_Plate43WellB7","BMI_qPCR_SOP_v6",11.0,"N","ITS","fungi",406.7,95.8,"EpO2CC/Vy5JdvrXMs+zWXQ==","RuY12me+ipXm0I2ck7Euxg==",
"49c98b18-83fd-4741-a250-739800a97b4c","SJER_001.basePlot.bgc","D17","SJER","SJER_001","2017-10-30T16:41Z","2018-10-30","soil","SJER_001-M-27-7-20171030-GEN","Battelle Applied Genomics","SJER_001-M-27-7-20171030-GEN-DNA1",,"BMI_Plate43WellB7","BMI_qPCR_SOP_v6",11.0,"N","16S","bacteria and archaea",100649.2,16574.2,"EpO2CC/Vy5JdvrXMs+zWXQ==","RuY12me+ipXm0I2ck7Euxg==",
"3d0c6b73-d109-4423-a6c9-531af6f249f9","SJER_001.basePlot.bgc","D17","SJER","SJER_001","2017-10-30T16:58Z","2018-10-30","soil","SJER_001-M-37.5-24.5-20171030-GEN","Battelle Applied Genomics","SJER_001-M-37.5-24.5-20171030-GEN-DNA1",,"BMI_Plate43WellB8","BMI_qPCR_SOP_v6",11.0,"N","16S","bacteria and archaea",54763.2,4322.6,"EpO2CC/Vy5JdvrXMs+zWXQ==","RuY12me+ipXm0I2ck7Euxg==",
"09553b65-1ab8-4a70-bfd9-267801ca8f24","SJER_001.basePlot.bgc","D17","SJER","SJER_001","2017-10-30T16:58Z","2018-10-30","soil","SJER_001-M-37.5-24.5-20171030-GEN","Battelle Applied Genomics","SJER_001-M-37.5-24.5-20171030-GEN-DNA1",,"BMI_Plate43WellB8","BMI_qPCR_SOP_v6",11.0,"N","ITS","fungi",330.8,11.3,"EpO2CC/Vy5JdvrXMs+zWXQ==","RuY12me+ipXm0I2ck7Euxg==",
"6f8fd13b-ebc1-4fba-a317-ca78e5a70ebf","SJER_002.basePlot.bgc","D17","SJER","SJER_002","2017-10-30T19:33Z","2018-04-23","soil","SJER_002-M-17-7-20171030-GEN","Battelle Applied Genomics","SJER_002-M-17-7-20171030-GEN-DNA1",,"BMI_Plate43WellB10","BMI_qPCR_SOP_v5",16.0,"N","16S","bacteria and archaea",160137.6,28779.2,"hZbYwvE98vAHHdGKcEzstQ==","hZbYwvE98vC74xef62GeRA==","1:100 dilution; included in calculations"
"d1a11eb9-5432-4aa1-ab66-d24ae1469697","SJER_002.basePlot.bgc","D17","SJER","SJER_002","2017-10-30T19:33Z","2018-04-19","soil","SJER_002-M-17-7-20171030-GEN","Battelle Applied Genomics","SJER_002-M-17-7-20171030-GEN-DNA1",,"BMI_Plate43WellB10","BMI_qPCR_SOP_v5",16.0,"N","ITS","fungi",99.8,11.5,"hZbYwvE98vAHHdGKcEzstQ==","hZbYwvE98vC74xef62GeRA==","1:10 dilution; included in calculations"
"ec1723c5-e667-44e7-8941-c5e968a92051","SJER_002.basePlot.bgc","D17","SJER","SJER_002","2017-10-30T19:56Z","2018-10-30","soil","SJER_002-M-10-35-20171030-GEN","Battelle Applied Genomics","SJER_002-M-10-35-20171030-GEN-DNA1",,"BMI_Plate43WellB9","BMI_qPCR_SOP_v6",18.0,"N","16S","bacteria and archaea",87610.3,8182.9,"EpO2CC/Vy5JdvrXMs+zWXQ==","RuY12me+ipXm0I2ck7Euxg==",
"a7c6aad3-636c-4ec1-9081-94c0187f06d4","SJER_002.basePlot.bgc","D17","SJER","SJER_002","2017-10-30T19:56Z","2018-10-30","soil","SJER_002-M-10-35-20171030-GEN","Battelle Applied Genomics","SJER_002-M-10-35-20171030-GEN-DNA1",,"BMI_Plate43WellB9","BMI_qPCR_SOP_v6",18.0,"N","ITS","fungi",517.9,22.3,"EpO2CC/Vy5JdvrXMs+zWXQ==","RuY12me+ipXm0I2ck7Euxg==",
"8ddc8cf0-13ac-486d-aee7-ef52308e4d6a","SJER_002.basePlot.bgc","D17","SJER","SJER_002","2017-10-30T20:12Z","2018-04-19","soil","SJER_002-M-32-13.5-20171030-GEN","Battelle Applied Genomics","SJER_002-M-32-13.5-20171030-GEN-DNA1",,"BMI_Plate43WellB11","BMI_qPCR_SOP_v5",27.0,"N","ITS","fungi",142.6,13.0,"hZbYwvE98vAHHdGKcEzstQ==","hZbYwvE98vC74xef62GeRA==","1:10 dilution; included in calculations"
"b8d8f99e-d459-4493-8107-0189897c353f","SJER_002.basePlot.bgc","D17","SJER","SJER_002","2017-10-30T20:12Z","2018-04-23","soil","SJER_002-M-32-13.5-20171030-GEN","Battelle Applied Genomics","SJER_002-M-32-13.5-20171030-GEN-DNA1",,"BMI_Plate43WellB11","BMI_qPCR_SOP_v5",27.0,"N","16S","bacteria and archaea",121003.3,21508.4,"hZbYwvE98vAHHdGKcEzstQ==","hZbYwvE98vC74xef62GeRA==","1:100 dilution; included in calculations"
"368f9bfc-c9aa-4e30-bdbe-4e4fc59f5cd5","SJER_004.basePlot.bgc","D17","SJER","SJER_004","2017-10-30T21:54Z","2018-04-18","soil","SJER_004-M-37-36-20171030-GEN","Battelle Applied Genomics","SJER_004-M-37-36-20171030-GEN-DNA1",,"BMI_Plate43WellC2","BMI_qPCR_SOP_v5",36.0,"N","16S","bacteria and archaea",88743.2,16603.5,"lB45gbSpt1qxKi2ug6CZBw==","RuY12me+ipXm0I2ck7Euxg==","1:100 dilution; included in calculations"
"7302c061-5242-4424-b16b-fddc496c3192","SJER_004.basePlot.bgc","D17","SJER","SJER_004","2017-10-30T21:54Z","2018-04-23","soil","SJER_004-M-37-36-20171030-GEN","Battelle Applied Genomics","SJER_004-M-37-36-20171030-GEN-DNA1",,"BMI_Plate43WellC2","BMI_qPCR_SOP_v5",36.0,"N","ITS","fungi",101.2,1.3,"hZbYwvE98vAHHdGKcEzstQ==","hZbYwvE98vC74xef62GeRA==","1:10 dilution; included in calculations"
"6b0c6831-0026-4d0f-ae0f-d88a4713af47","SJER_004.basePlot.bgc","D17","SJER","SJER_004","2017-10-30T22:16Z","2018-04-23","soil","SJER_004-M-8.5-12-20171030-GEN","Battelle Applied Genomics","SJER_004-M-8.5-12-20171030-GEN-DNA1",,"BMI_Plate43WellC3","BMI_qPCR_SOP_v5",19.0,"N","ITS","fungi",114.5,2.9,"hZbYwvE98vAHHdGKcEzstQ==","hZbYwvE98vC74xef62GeRA==","1:10 dilution; included in calculations"
"ceaf3c30-9fca-4939-96fc-9d92dab78447","SJER_004.basePlot.bgc","D17","SJER","SJER_004","2017-10-30T22:16Z","2018-04-18","soil","SJER_004-M-8.5-12-20171030-GEN","Battelle Applied Genomics","SJER_004-M-8.5-12-20171030-GEN-DNA1",,"BMI_Plate43WellC3","BMI_qPCR_SOP_v5",19.0,"N","16S","bacteria and archaea",73735.0,13456.0,"lB45gbSpt1qxKi2ug6CZBw==","RuY12me+ipXm0I2ck7Euxg==","1:100 dilution; included in calculations"
"72452c7c-088f-4468-86d4-a89053525279","SJER_005.basePlot.bgc","D17","SJER","SJER_005","2017-10-31T16:19Z","2018-04-18","soil","SJER_005-M-9.5-12-20171031-GEN","Battelle Applied Genomics","SJER_005-M-9.5-12-20171031-GEN-DNA1",,"BMI_Plate43WellC6","BMI_qPCR_SOP_v5",16.0,"N","ITS","fungi",72.4,3.8,"hZbYwvE98vAHHdGKcEzstQ==","hZbYwvE98vC74xef62GeRA==","1:10 dilution; included in calculations"
"a597802e-d090-45d5-a531-ad706acbab86","SJER_005.basePlot.bgc","D17","SJER","SJER_005","2017-10-31T16:19Z","2018-04-18","soil","SJER_005-M-9.5-12-20171031-GEN","Battelle Applied Genomics","SJER_005-M-9.5-12-20171031-GEN-DNA1",,"BMI_Plate43WellC6","BMI_qPCR_SOP_v5",16.0,"N","16S","bacteria and archaea",87171.8,8672.7,"hZbYwvE98vAHHdGKcEzstQ==","hZbYwvE98vC74xef62GeRA==","1:100 dilution; included in calculations"
"dc27c368-0e8b-4d4c-844d-3f49e33227d2","SJER_005.basePlot.bgc","D17","SJER","SJER_005","2017-10-31T16:43Z","2018-04-18","soil","SJER_005-M-19-31-20171031-GEN","Battelle Applied Genomics","SJER_005-M-19-31-20171031-GEN-DNA1",,"BMI_Plate43WellC4","BMI_qPCR_SOP_v5",34.0,"N","ITS","fungi",87.9,4.6,"hZbYwvE98vAHHdGKcEzstQ==","hZbYwvE98vC74xef62GeRA==","1:10 dilution; included in calculations"
"1a017e52-b395-4a9a-96a9-95e5a6930454","SJER_005.basePlot.bgc","D17","SJER","SJER_005","2017-10-31T16:43Z","2018-04-18","soil","SJER_005-M-19-31-20171031-GEN","Battelle Applied Genomics","SJER_005-M-19-31-20171031-GEN-DNA1",,"BMI_Plate43WellC4","BMI_qPCR_SOP_v5",34.0,"N","16S","bacteria and archaea",129843.5,31048.2,"hZbYwvE98vAHHdGKcEzstQ==","hZbYwvE98vC74xef62GeRA==","1:100 dilution; included in calculations"
"168cf6ab-ffee-4121-a89c-68477f500abe","SJER_005.basePlot.bgc","D17","SJER","SJER_005","2017-10-31T17:05Z","2018-04-18","soil","SJER_005-M-22-8.5-20171031-GEN","Battelle Applied Genomics","SJER_005-M-22-8.5-20171031-GEN-DNA1",,"BMI_Plate43WellC5","BMI_qPCR_SOP_v5",8.7,"N","ITS","fungi",253.2,24.9,"hZbYwvE98vAHHdGKcEzstQ==","hZbYwvE98vC74xef62GeRA==","1:10 dilution; included in calculations"
"516df80b-44c9-4b8e-b9ca-bd3a5a354d9e","SJER_005.basePlot.bgc","D17","SJER","SJER_005","2017-10-31T17:05Z","2018-04-18","soil","SJER_005-M-22-8.5-20171031-GEN","Battelle Applied Genomics","SJER_005-M-22-8.5-20171031-GEN-DNA1",,"BMI_Plate43WellC5","BMI_qPCR_SOP_v5",8.7,"N","16S","bacteria and archaea",78933.8,16201.9,"hZbYwvE98vAHHdGKcEzstQ==","hZbYwvE98vC74xef62GeRA==","1:100 dilution; included in calculations"
"418a04e9-63bc-4075-a150-961a38bdf533","SJER_025.basePlot.bgc","D17","SJER","SJER_025","2017-10-31T19:17Z","2018-10-30","soil","SJER_025-M-1.5-6-20171031-GEN","Battelle Applied Genomics","SJER_025-M-1.5-6-20171031-GEN-DNA1",,"BMI_Plate43WellC8","BMI_qPCR_SOP_v6",18.0,"N","ITS","fungi",433.2,35.3,"EpO2CC/Vy5JdvrXMs+zWXQ==","RuY12me+ipXm0I2ck7Euxg==",
"80cdeac6-9c4b-4162-baa4-dabf92671e5f","SJER_025.basePlot.bgc","D17","SJER","SJER_025","2017-10-31T19:17Z","2018-10-30","soil","SJER_025-M-1.5-6-20171031-GEN","Battelle Applied Genomics","SJER_025-M-1.5-6-20171031-GEN-DNA1",,"BMI_Plate43WellC8","BMI_qPCR_SOP_v6",18.0,"N","16S","bacteria and archaea",71169.2,2466.4,"EpO2CC/Vy5JdvrXMs+zWXQ==","RuY12me+ipXm0I2ck7Euxg==",
